Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,Attrition
Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,MA,Male,Other,Single,Needs Improvement,2,4,3,4,Technical Skills,Internal,Incomplete,2,289.68,37,0
Production Technician II,SVG,Terminated,Part-Time,Zone A,Full-Time,Production       ,Project Management - Eng,MA,Female,Other,Married,Needs Improvement,1,2,5,4,Technical Skills,Internal,Passed,3,373.87,68,1
Production Technician II,TNS,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Female,White,Divorced,Fully Meets,2,4,4,2,Leadership Development,Internal,Completed,5,918.86,70,0
Production Technician II,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Female,White,Single,Fully Meets,2,2,1,4,Leadership Development,Internal,Passed,4,299.7,73,0
Production Technician II,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,MA,Female,White,Married,Fully Meets,5,1,1,2,Project Management,External,Completed,1,865.58,56,0
Production Technician II,CCDR,Terminated,Full-Time,Zone B,Part-Time,Production       ,Engineers,MA,Female,Hispanic,Married,Fully Meets,5,3,3,3,Technical Skills,External,Incomplete,1,632.59,27,1
Production Technician II,EW,Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Female,White,Married,Fully Meets,2,5,1,3,Technical Skills,External,Incomplete,3,680.48,41,1
Production Technician II,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Female,Hispanic,Divorced,Needs Improvement,4,3,5,4,Project Management,External,Failed,3,287.71,71,0
Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production       ,Engineers,MA,Male,Other,Divorced,Fully Meets,4,5,1,3,Communication Skills,External,Passed,2,102.92,76,0
Production Technician I,SVG,Terminated,Part-Time,Zone C,Full-Time,Production       ,Billable Consultants,MA,Male,Other,Divorced,Fully Meets,3,3,5,1,Project Management,Internal,Passed,2,255.6,54,1
Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,MA,Male,Other,Married,Fully Meets,5,2,4,1,Customer Service,External,Passed,4,321.91,43,0
Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Male,Other,Married,Fully Meets,3,1,3,1,Project Management,External,Completed,3,834.12,40,0
Production Technician I,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),MA,Female,Other,Widowed,Fully Meets,3,2,2,4,Customer Service,Internal,Passed,4,273.88,28,0
Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Female,Other,Single,Fully Meets,3,4,5,5,Customer Service,Internal,Incomplete,4,217.57,45,0
Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,MA,Female,Hispanic,Married,Fully Meets,2,2,3,4,Customer Service,Internal,Completed,1,482.09,69,0
Production Technician I,NEL,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Male,Black,Single,PIP,4,5,3,3,Leadership Development,External,Failed,2,614.11,38,0
Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Male,Asian,Married,Exceeds,1,1,5,2,Customer Service,Internal,Incomplete,1,354.22,46,0
Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,MA,Male,White,Married,Fully Meets,2,4,5,1,Leadership Development,External,Passed,3,868.85,47,0
Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,MA,Female,Hispanic,Married,Fully Meets,4,1,1,1,Customer Service,Internal,Incomplete,4,134.93,41,0
Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Wireline Construction,MA,Female,Hispanic,Married,Fully Meets,1,2,3,3,Customer Service,Internal,Completed,5,531.1,62,0
Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Splicing,MA,Male,Black,Married,Fully Meets,3,3,4,5,Leadership Development,External,Passed,3,609.3,79,0
Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Male,Asian,Married,Fully Meets,3,1,5,2,Project Management,Internal,Passed,2,656.68,39,0
Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,General - Eng,MA,Male,Hispanic,Married,Fully Meets,2,1,2,2,Technical Skills,Internal,Completed,3,654.22,29,0
Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,Wireless,MA,Male,White,Married,Fully Meets,2,2,3,2,Leadership Development,External,Passed,3,879.89,21,0
Production Technician II,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Female,Hispanic,Divorced,Fully Meets,3,3,1,5,Project Management,External,Completed,1,977.23,25,0
Production Technician II,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Engineers,MA,Female,Asian,Divorced,Fully Meets,3,2,2,5,Project Management,External,Completed,2,763.37,61,0
Production Technician II,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Technology / It,MA,Female,Asian,Married,Fully Meets,4,2,2,2,Communication Skills,External,Passed,5,962.13,24,0
Production Technician II,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,Engineers,MA,Female,Asian,Single,Fully Meets,5,5,2,4,Technical Skills,External,Incomplete,2,617.27,46,1
Production Technician II,PYZ,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,Asian,Single,Fully Meets,2,2,5,1,Communication Skills,Internal,Failed,2,559.78,28,0
Production Technician II,WBL,Terminated,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Female,Black,Married,Fully Meets,3,1,1,4,Leadership Development,Internal,Incomplete,5,113.89,52,1
Production Technician II,NEL,Active,Contract,Zone B,Part-Time,Production       ,Engineers,MA,Female,Hispanic,Married,Fully Meets,3,4,3,1,Leadership Development,Internal,Incomplete,4,858.62,74,0
Production Technician I,NEL,Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Male,Black,Divorced,Fully Meets,5,2,4,4,Technical Skills,Internal,Incomplete,1,343.76,39,1
Production Technician I,MSC,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Male,Other,Widowed,Fully Meets,5,5,3,2,Technical Skills,Internal,Failed,5,507.58,54,0
Production Technician I,EW,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,MA,Male,Other,Divorced,Fully Meets,3,4,1,5,Customer Service,Internal,Completed,1,691.12,75,0
Production Technician I,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Male,Asian,Married,Fully Meets,3,3,4,5,Technical Skills,Internal,Completed,2,174.85,77,0
Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Aerial,MA,Female,Hispanic,Single,Fully Meets,5,4,4,4,Communication Skills,Internal,Incomplete,3,699.39,35,0
Production Technician I,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,MA,Female,Other,Married,Fully Meets,5,2,5,2,Technical Skills,External,Incomplete,3,254.68,61,0
Production Technician I,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),MA,Female,Hispanic,Single,Fully Meets,4,1,5,4,Technical Skills,External,Failed,2,534.55,42,0
Production Technician I,NEL,Active,Contract,Zone B,Temporary,Production       ,Catv,MA,Male,Asian,Divorced,Fully Meets,3,3,5,3,Communication Skills,External,Passed,3,795.72,38,0
Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,MA,Male,Asian,Divorced,Fully Meets,3,2,1,3,Project Management,External,Completed,4,977.23,27,0
Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Male,Hispanic,Single,Fully Meets,3,4,5,1,Customer Service,Internal,Completed,3,370.79,45,0
Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Female,Asian,Divorced,Fully Meets,3,2,1,2,Communication Skills,External,Passed,1,699.48,23,0
Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,MA,Male,Asian,Single,Fully Meets,3,1,5,3,Leadership Development,Internal,Completed,4,712.43,59,0
Production Technician I,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Male,Black,Married,Fully Meets,3,4,4,4,Technical Skills,Internal,Incomplete,1,504.66,36,0
Production Technician I,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,MA,Male,Asian,Single,Fully Meets,3,1,3,3,Leadership Development,External,Incomplete,5,398.36,42,0
Production Technician II,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,MA,Female,Hispanic,Widowed,Fully Meets,3,5,4,4,Communication Skills,External,Failed,4,533.61,55,0
Production Technician II,EW,Terminated,Part-Time,Zone A,Part-Time,Production       ,Engineers,MA,Female,Black,Single,Fully Meets,3,2,4,4,Technical Skills,Internal,Completed,4,199.55,54,1
Production Technician II,MSC,Active,Contract,Zone A,Full-Time,Production       ,Aerial,MA,Female,Other,Divorced,Exceeds,4,3,3,5,Leadership Development,Internal,Completed,2,325.78,74,0
Production Technician II,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Female,White,Married,Exceeds,4,1,2,2,Leadership Development,External,Completed,4,336.33,54,0
Production Technician II,PYZ,Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Female,White,Divorced,Fully Meets,3,3,2,4,Communication Skills,External,Passed,4,242.71,28,1
Production Technician II,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,MA,Female,White,Single,Fully Meets,3,1,4,1,Leadership Development,Internal,Failed,4,651.28,28,0
Production Technician I,NEL,Terminated,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Male,Other,Married,Fully Meets,3,1,5,2,Communication Skills,External,Incomplete,3,962.45,73,1
Production Technician I,PL,Terminated,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Male,Asian,Widowed,Exceeds,3,4,4,3,Customer Service,External,Failed,1,791.72,26,1
Production Technician I,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,MA,Male,Asian,Divorced,Exceeds,4,2,4,1,Project Management,Internal,Incomplete,4,553.86,27,0
Production Technician I,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,MA,Male,Asian,Married,Fully Meets,3,1,5,1,Technical Skills,External,Passed,1,735.72,25,0
Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Underground,MA,Male,Hispanic,Divorced,Exceeds,5,5,3,2,Project Management,Internal,Failed,4,867.03,18,0
Production Technician I,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,MA,Female,Black,Single,Fully Meets,4,4,2,4,Project Management,External,Incomplete,1,710.14,29,0
Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Female,Black,Divorced,Fully Meets,3,5,4,2,Leadership Development,External,Incomplete,2,799.88,56,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Male,Other,Divorced,Exceeds,1,3,1,5,Leadership Development,External,Passed,5,242.87,30,0
Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Male,Hispanic,Single,Exceeds,3,3,2,4,Leadership Development,Internal,Passed,4,849.77,45,0
Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,Executive,MA,Male,Asian,Married,Fully Meets,3,3,2,5,Customer Service,External,Passed,2,471.5,70,0
Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Male,Other,Married,Exceeds,2,3,5,3,Customer Service,Internal,Passed,1,535.93,50,0
Production Technician I,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Male,Asian,Married,Fully Meets,3,5,2,1,Project Management,Internal,Passed,3,752.33,34,0
Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Male,Hispanic,Single,Fully Meets,3,5,2,1,Project Management,Internal,Completed,3,343.52,66,0
Production Technician I,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,MA,Male,Black,Single,Fully Meets,3,1,1,2,Leadership Development,Internal,Completed,3,860.31,24,0
Production Technician I,BPC,Active,Full-Time,Zone C,Full-Time,Production       ,Underground,MA,Male,Asian,Widowed,Needs Improvement,3,1,5,1,Customer Service,External,Completed,4,265.55,27,0
Production Technician I,CCDR,Terminated,Contract,Zone A,Temporary,Production       ,Finance & Accounting,MA,Male,Black,Widowed,Fully Meets,3,4,2,4,Project Management,Internal,Completed,1,183.85,53,1
Production Technician II,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Billable Consultants,MA,Female,Hispanic,Widowed,Needs Improvement,3,2,2,3,Project Management,External,Completed,5,942.09,53,0
Production Technician II,EW,Terminated,Part-Time,Zone A,Temporary,Production       ,Splicing,MA,Female,Asian,Divorced,Needs Improvement,3,3,4,5,Communication Skills,External,Passed,4,381.94,34,1
Production Technician II,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,MA,Female,Asian,Divorced,Fully Meets,3,3,2,4,Project Management,External,Failed,1,358.73,28,0
Production Technician II,TNS,Terminated,Full-Time,Zone B,Temporary,Production       ,People Services,MA,Female,Other,Widowed,Fully Meets,3,3,3,1,Customer Service,External,Passed,3,578.02,49,1
Production Technician II,BPC,Terminated,Part-Time,Zone C,Part-Time,Production       ,Engineers,MA,Female,Other,Single,Fully Meets,3,4,4,3,Project Management,Internal,Completed,2,223.29,24,1
Production Technician II,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Engineers,MA,Female,Hispanic,Divorced,Fully Meets,3,5,3,2,Customer Service,Internal,Passed,5,992.37,68,0
Production Technician I,BPC,Active,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),MA,Male,Black,Divorced,Fully Meets,3,3,4,1,Customer Service,Internal,Failed,5,113.48,25,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Male,Hispanic,Single,Fully Meets,3,3,5,5,Leadership Development,External,Incomplete,4,882.2,62,0
Production Technician I,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,General - Eng,MA,Male,Asian,Single,Fully Meets,3,3,4,4,Customer Service,Internal,Incomplete,2,288.16,22,0
Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,MA,Male,Asian,Divorced,Fully Meets,3,4,2,5,Leadership Development,External,Completed,1,815.52,30,0
Production Technician I,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Underground,MA,Female,Other,Divorced,Fully Meets,3,3,2,3,Leadership Development,Internal,Completed,4,461.06,35,0
Production Technician I,TNS,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,MA,Female,Black,Widowed,Fully Meets,3,5,2,5,Customer Service,External,Incomplete,2,580.16,45,0
Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Female,Black,Single,Fully Meets,4,3,3,3,Communication Skills,External,Incomplete,3,336.69,80,0
Production Technician I,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Finance & Accounting,MA,Male,Other,Divorced,Fully Meets,3,2,1,5,Project Management,Internal,Completed,1,990.69,65,0
Production Technician I,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,MA,Male,Hispanic,Widowed,Fully Meets,3,5,5,3,Communication Skills,Internal,Completed,2,939.39,65,0
Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,MA,Male,Asian,Widowed,Fully Meets,3,4,3,4,Leadership Development,External,Passed,1,941.12,36,0
Production Technician I,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,White,Divorced,Exceeds,1,2,4,5,Customer Service,External,Incomplete,3,614.53,75,0
Production Technician I,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Male,Asian,Married,Exceeds,3,4,4,3,Communication Skills,External,Passed,1,734.94,61,0
Production Technician I,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),MA,Male,White,Single,Needs Improvement,3,4,3,5,Technical Skills,Internal,Completed,5,589.5,70,0
Production Technician I,TNS,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,MA,Male,Asian,Single,Needs Improvement,1,1,1,5,Leadership Development,Internal,Completed,3,311.28,27,0
Production Technician I,PYZ,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,MA,Male,Black,Widowed,Needs Improvement,3,4,5,3,Technical Skills,Internal,Passed,5,671.88,40,0
Production Technician II,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Project Management - Con,MA,Female,White,Married,Exceeds,2,3,1,1,Project Management,External,Completed,1,861.5,42,0
Production Technician II,EW,Terminated,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Female,Hispanic,Married,PIP,4,3,3,5,Leadership Development,External,Completed,2,649.18,58,1
Production Technician II,MSC,Terminated,Contract,Zone C,Temporary,Production       ,Catv,MA,Female,Hispanic,Divorced,PIP,4,1,1,4,Project Management,External,Failed,4,492.2,29,1
Production Technician II,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,Wireless,MA,Female,Hispanic,Widowed,PIP,3,2,1,2,Technical Skills,Internal,Passed,2,299.59,31,1
Production Technician II,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Female,Other,Single,PIP,4,3,4,1,Technical Skills,Internal,Failed,2,982.33,28,0
Production Technician II,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,MA,Female,Hispanic,Married,PIP,3,2,5,4,Leadership Development,External,Passed,2,830.36,39,0
Production Technician I,PYZ,Terminated,Part-Time,Zone B,Temporary,Production       ,Engineers,MA,Male,Asian,Divorced,PIP,2,2,4,3,Customer Service,External,Passed,1,973.34,45,1
Production Technician I,PL,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,MA,Male,Hispanic,Divorced,PIP,1,4,1,1,Project Management,Internal,Failed,4,667.34,31,0
Production Technician I,NEL,Active,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),MA,Male,Other,Single,PIP,2,4,1,4,Communication Skills,Internal,Failed,4,480.17,71,0
Production Technician I,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Aerial,MA,Male,Asian,Single,Exceeds,3,2,4,1,Leadership Development,External,Failed,3,346.28,43,0
Production Technician I,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Engineers,MA,Female,White,Widowed,Exceeds,4,5,5,5,Communication Skills,External,Completed,3,121.45,69,0
Production Technician I,CCDR,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Female,Asian,Married,Exceeds,5,2,4,5,Technical Skills,External,Incomplete,2,669.3,43,0
Production Technician I,BPC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Sga,MA,Female,White,Single,Exceeds,3,3,1,4,Technical Skills,Internal,Completed,5,983.59,53,0
Production Technician I,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Male,White,Divorced,Exceeds,3,2,1,4,Customer Service,Internal,Completed,1,304.9,45,0
